Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Status
configurator-basketball-jersey,,,Besu Customs,,,TRUE,Size,Adult Small,CONFIGURATOR-BASKETBALL-JERSEY-ADULT-SMALL,453.59237,,,continue,manual,49.00,TRUE,TRUE,,,,active
configurator-basketball-jersey,,,Besu Customs,,,TRUE,Size,Adult Medium,CONFIGURATOR-BASKETBALL-JERSEY-ADULT-MEDIUM,453.59237,,,continue,manual,49.00,TRUE,TRUE,,,,active
configurator-basketball-jersey,,,Besu Customs,,,TRUE,Size,Adult Large,CONFIGURATOR-BASKETBALL-JERSEY-ADULT-LARGE,453.59237,,,continue,manual,49.00,TRUE,TRUE,,,,active
configurator-basketball-jersey,,,Besu Customs,,,TRUE,Size,Adult X-Large,CONFIGURATOR-BASKETBALL-JERSEY-ADULT-X-LARGE,453.59237,,,continue,manual,49.00,TRUE,TRUE,,,,active
configurator-basketball-jersey,,,Besu Customs,,,TRUE,Size,Adult 2XL,CONFIGURATOR-BASKETBALL-JERSEY-ADULT-2XL,453.59237,,,continue,manual,49.00,TRUE,TRUE,,,,active
configurator-basketball-jersey,,,Besu Customs,,,TRUE,Size,Adult 3XL,CONFIGURATOR-BASKETBALL-JERSEY-ADULT-3XL,453.59237,,,continue,manual,49.00,TRUE,TRUE,,,,active
configurator-basketball-top-long,Basketball Jersey Top And Long Shorts,<p>Custom Besu Customs Basketball Jersey Top And Long Shorts configured in the 3D configurator.</p>,Besu Customs,Basketball Uniforms,"Configurator, Jerseys, Custom Order, Made to Order, Configurator Checkout",TRUE,Size,Youth Small,CONFIGURATOR-BASKETBALL-TOP-LONG-YOUTH-SMALL,453.59237,,,continue,manual,49.00,TRUE,TRUE,https://c3e270-bf.myshopify.com/cdn/shop/files/BESU_CUSTOMS_LOGO_03810b1c-fd52-48b7-bb07-96e4843b2df2.png?v=1758320790,1,Basketball Jersey Top And Long Shorts - Besu Customs,active
configurator-basketball-top-long,,,Besu Customs,,,TRUE,Size,Youth Medium,CONFIGURATOR-BASKETBALL-TOP-LONG-YOUTH-MEDIUM,453.59237,,,continue,manual,49.00,TRUE,TRUE,,,,active
configurator-basketball-top-long,,,Besu Customs,,,TRUE,Size,Youth Large,CONFIGURATOR-BASKETBALL-TOP-LONG-YOUTH-LARGE,453.59237,,,continue,manual,49.00,TRUE,TRUE,,,,active
configurator-basketball-top-long,,,Besu Customs,,,TRUE,Size,Adult X-Small,CONFIGURATOR-BASKETBALL-TOP-LONG-ADULT-X-SMALL,453.59237,,,continue,manual,49.00,TRUE,TRUE,,,,active
configurator-basketball-top-long,,,Besu Customs,,,TRUE,Size,Adult Small,CONFIGURATOR-BASKETBALL-TOP-LONG-ADULT-SMALL,453.59237,,,continue,manual,49.00,TRUE,TRUE,,,,active
configurator-basketball-top-long,,,Besu Customs,,,TRUE,Size,Adult Medium,CONFIGURATOR-BASKETBALL-TOP-LONG-ADULT-MEDIUM,453.59237,,,continue,manual,49.00,TRUE,TRUE,,,,active
configurator-basketball-top-long,,,Besu Customs,,,TRUE,Size,Adult Large,CONFIGURATOR-BASKETBALL-TOP-LONG-ADULT-LARGE,453.59237,,,continue,manual,49.00,TRUE,TRUE,,,,active
configurator-basketball-top-long,,,Besu Customs,,,TRUE,Size,Adult X-Large,CONFIGURATOR-BASKETBALL-TOP-LONG-ADULT-X-LARGE,453.59237,,,continue,manual,49.00,TRUE,TRUE,,,,active
configurator-basketball-top-long,,,Besu Customs,,,TRUE,Size,Adult 2XL,CONFIGURATOR-BASKETBALL-TOP-LONG-ADULT-2XL,453.59237,,,continue,manual,49.00,TRUE,TRUE,,,,active
configurator-basketball-top-long,,,Besu Customs,,,TRUE,Size,Adult 3XL,CONFIGURATOR-BASKETBALL-TOP-LONG-ADULT-3XL,453.59237,,,continue,manual,49.00,TRUE,TRUE,,,,active
configurator-basketball-shirt-long,Basketball Shooting Shirt Long Sleeve,<p>Custom Besu Customs Basketball Shooting Shirt Long Sleeve configured in the 3D configurator.</p>,Besu Customs,Basketball Shooting Shirts,"Configurator, Jerseys, Custom Order, Made to Order, Configurator Checkout",TRUE,Size,Youth Small,CONFIGURATOR-BASKETBALL-SHIRT-LONG-YOUTH-SMALL,453.59237,,,continue,manual,35.00,TRUE,TRUE,https://c3e270-bf.myshopify.com/cdn/shop/files/BESU_CUSTOMS_LOGO_03810b1c-fd52-48b7-bb07-96e4843b2df2.png?v=1758320790,1,Basketball Shooting Shirt Long Sleeve - Besu Customs,active
configurator-basketball-shirt-long,,,Besu Customs,,,TRUE,Size,Youth Medium,CONFIGURATOR-BASKETBALL-SHIRT-LONG-YOUTH-MEDIUM,453.59237,,,continue,manual,35.00,TRUE,TRUE,,,,active
configurator-basketball-shirt-long,,,Besu Customs,,,TRUE,Size,Youth Large,CONFIGURATOR-BASKETBALL-SHIRT-LONG-YOUTH-LARGE,453.59237,,,continue,manual,35.00,TRUE,TRUE,,,,active
configurator-basketball-shirt-long,,,Besu Customs,,,TRUE,Size,Adult X-Small,CONFIGURATOR-BASKETBALL-SHIRT-LONG-ADULT-X-SMALL,453.59237,,,continue,manual,35.00,TRUE,TRUE,,,,active
configurator-basketball-shirt-long,,,Besu Customs,,,TRUE,Size,Adult Small,CONFIGURATOR-BASKETBALL-SHIRT-LONG-ADULT-SMALL,453.59237,,,continue,manual,35.00,TRUE,TRUE,,,,active
configurator-basketball-shirt-long,,,Besu Customs,,,TRUE,Size,Adult Medium,CONFIGURATOR-BASKETBALL-SHIRT-LONG-ADULT-MEDIUM,453.59237,,,continue,manual,35.00,TRUE,TRUE,,,,active
configurator-basketball-shirt-long,,,Besu Customs,,,TRUE,Size,Adult Large,CONFIGURATOR-BASKETBALL-SHIRT-LONG-ADULT-LARGE,453.59237,,,continue,manual,35.00,TRUE,TRUE,,,,active
configurator-basketball-shirt-long,,,Besu Customs,,,TRUE,Size,Adult X-Large,CONFIGURATOR-BASKETBALL-SHIRT-LONG-ADULT-X-LARGE,453.59237,,,continue,manual,35.00,TRUE,TRUE,,,,active
configurator-basketball-shirt-long,,,Besu Customs,,,TRUE,Size,Adult 2XL,CONFIGURATOR-BASKETBALL-SHIRT-LONG-ADULT-2XL,453.59237,,,continue,manual,35.00,TRUE,TRUE,,,,active
configurator-basketball-shirt-long,,,Besu Customs,,,TRUE,Size,Adult 3XL,CONFIGURATOR-BASKETBALL-SHIRT-LONG-ADULT-3XL,453.59237,,,continue,manual,35.00,TRUE,TRUE,,,,active
configurator-basketball-shirt-hoodie,Basketball Shooting Shirt with Hoodie,<p>Custom Besu Customs Basketball Shooting Shirt with Hoodie configured in the 3D configurator.</p>,Besu Customs,Basketball Shooting Shirts,"Configurator, Jerseys, Custom Order, Made to Order, Configurator Checkout",TRUE,Size,Youth Small,CONFIGURATOR-BASKETBALL-SHIRT-HOODIE-YOUTH-SMALL,453.59237,,,continue,manual,35.00,TRUE,TRUE,https://c3e270-bf.myshopify.com/cdn/shop/files/BESU_CUSTOMS_LOGO_03810b1c-fd52-48b7-bb07-96e4843b2df2.png?v=1758320790,1,Basketball Shooting Shirt with Hoodie - Besu Customs,active
configurator-basketball-shirt-hoodie,,,Besu Customs,,,TRUE,Size,Youth Medium,CONFIGURATOR-BASKETBALL-SHIRT-HOODIE-YOUTH-MEDIUM,453.59237,,,continue,manual,35.00,TRUE,TRUE,,,,active
configurator-basketball-shirt-hoodie,,,Besu Customs,,,TRUE,Size,Youth Large,CONFIGURATOR-BASKETBALL-SHIRT-HOODIE-YOUTH-LARGE,453.59237,,,continue,manual,35.00,TRUE,TRUE,,,,active
configurator-basketball-shirt-hoodie,,,Besu Customs,,,TRUE,Size,Adult X-Small,CONFIGURATOR-BASKETBALL-SHIRT-HOODIE-ADULT-X-SMALL,453.59237,,,continue,manual,35.00,TRUE,TRUE,,,,active
configurator-basketball-shirt-hoodie,,,Besu Customs,,,TRUE,Size,Adult Small,CONFIGURATOR-BASKETBALL-SHIRT-HOODIE-ADULT-SMALL,453.59237,,,continue,manual,35.00,TRUE,TRUE,,,,active
configurator-basketball-shirt-hoodie,,,Besu Customs,,,TRUE,Size,Adult Medium,CONFIGURATOR-BASKETBALL-SHIRT-HOODIE-ADULT-MEDIUM,453.59237,,,continue,manual,35.00,TRUE,TRUE,,,,active
configurator-basketball-shirt-hoodie,,,Besu Customs,,,TRUE,Size,Adult Large,CONFIGURATOR-BASKETBALL-SHIRT-HOODIE-ADULT-LARGE,453.59237,,,continue,manual,35.00,TRUE,TRUE,,,,active
configurator-basketball-shirt-hoodie,,,Besu Customs,,,TRUE,Size,Adult X-Large,CONFIGURATOR-BASKETBALL-SHIRT-HOODIE-ADULT-X-LARGE,453.59237,,,continue,manual,35.00,TRUE,TRUE,,,,active
configurator-basketball-shirt-hoodie,,,Besu Customs,,,TRUE,Size,Adult 2XL,CONFIGURATOR-BASKETBALL-SHIRT-HOODIE-ADULT-2XL,453.59237,,,continue,manual,35.00,TRUE,TRUE,,,,active
configurator-basketball-shirt-hoodie,,,Besu Customs,,,TRUE,Size,Adult 3XL,CONFIGURATOR-BASKETBALL-SHIRT-HOODIE-ADULT-3XL,453.59237,,,continue,manual,35.00,TRUE,TRUE,,,,active
configurator-basketball-shirt-short,Basketball Shooting Shirt Short Sleeve,<p>Custom Besu Customs Basketball Shooting Shirt Short Sleeve configured in the 3D configurator.</p>,Besu Customs,Basketball Shooting Shirts,"Configurator, Jerseys, Custom Order, Made to Order, Configurator Checkout",TRUE,Size,Youth Small,CONFIGURATOR-BASKETBALL-SHIRT-SHORT-YOUTH-SMALL,453.59237,,,continue,manual,35.00,TRUE,TRUE,https://c3e270-bf.myshopify.com/cdn/shop/files/BESU_CUSTOMS_LOGO_03810b1c-fd52-48b7-bb07-96e4843b2df2.png?v=1758320790,1,Basketball Shooting Shirt Short Sleeve - Besu Customs,active
configurator-basketball-shirt-short,,,Besu Customs,,,TRUE,Size,Youth Medium,CONFIGURATOR-BASKETBALL-SHIRT-SHORT-YOUTH-MEDIUM,453.59237,,,continue,manual,35.00,TRUE,TRUE,,,,active
configurator-basketball-shirt-short,,,Besu Customs,,,TRUE,Size,Youth Large,CONFIGURATOR-BASKETBALL-SHIRT-SHORT-YOUTH-LARGE,453.59237,,,continue,manual,35.00,TRUE,TRUE,,,,active
configurator-basketball-shirt-short,,,Besu Customs,,,TRUE,Size,Adult X-Small,CONFIGURATOR-BASKETBALL-SHIRT-SHORT-ADULT-X-SMALL,453.59237,,,continue,manual,35.00,TRUE,TRUE,,,,active
configurator-basketball-shirt-short,,,Besu Customs,,,TRUE,Size,Adult Small,CONFIGURATOR-BASKETBALL-SHIRT-SHORT-ADULT-SMALL,453.59237,,,continue,manual,35.00,TRUE,TRUE,,,,active
configurator-basketball-shirt-short,,,Besu Customs,,,TRUE,Size,Adult Medium,CONFIGURATOR-BASKETBALL-SHIRT-SHORT-ADULT-MEDIUM,453.59237,,,continue,manual,35.00,TRUE,TRUE,,,,active
configurator-basketball-shirt-short,,,Besu Customs,,,TRUE,Size,Adult Large,CONFIGURATOR-BASKETBALL-SHIRT-SHORT-ADULT-LARGE,453.59237,,,continue,manual,35.00,TRUE,TRUE,,,,active
configurator-basketball-shirt-short,,,Besu Customs,,,TRUE,Size,Adult X-Large,CONFIGURATOR-BASKETBALL-SHIRT-SHORT-ADULT-X-LARGE,453.59237,,,continue,manual,35.00,TRUE,TRUE,,,,active
configurator-basketball-shirt-short,,,Besu Customs,,,TRUE,Size,Adult 2XL,CONFIGURATOR-BASKETBALL-SHIRT-SHORT-ADULT-2XL,453.59237,,,continue,manual,35.00,TRUE,TRUE,,,,active
configurator-basketball-shirt-short,,,Besu Customs,,,TRUE,Size,Adult 3XL,CONFIGURATOR-BASKETBALL-SHIRT-SHORT-ADULT-3XL,453.59237,,,continue,manual,35.00,TRUE,TRUE,,,,active
configurator-duffle-bag,Duffle Bag,<p>Custom Besu Customs Duffle Bag configured in the 3D configurator.</p>,Besu Customs,Sports Bags,"Configurator, Bags, Custom Order, Made to Order, Configurator Checkout",TRUE,Title,Default Title,CONFIGURATOR-DUFFLE-BAG-DEFAULT-TITLE,907.18474,,,continue,manual,65.00,TRUE,TRUE,https://c3e270-bf.myshopify.com/cdn/shop/files/BESU_CUSTOMS_LOGO_03810b1c-fd52-48b7-bb07-96e4843b2df2.png?v=1758320790,1,Duffle Bag - Besu Customs,active
configurator-flag-football-hoodie,Flag Football Jersey with Hoodie,<p>Custom Besu Customs Flag Football Jersey with Hoodie configured in the 3D configurator.</p>,Besu Customs,Football Uniforms,"Configurator, Hoodies, Custom Order, Made to Order, Configurator Checkout",TRUE,Size,Youth Small,CONFIGURATOR-FLAG-FOOTBALL-HOODIE-YOUTH-SMALL,453.59237,,,continue,manual,35.00,TRUE,TRUE,https://c3e270-bf.myshopify.com/cdn/shop/files/BESU_CUSTOMS_LOGO_03810b1c-fd52-48b7-bb07-96e4843b2df2.png?v=1758320790,1,Flag Football Jersey with Hoodie - Besu Customs,active
configurator-flag-football-hoodie,,,Besu Customs,,,TRUE,Size,Youth Medium,CONFIGURATOR-FLAG-FOOTBALL-HOODIE-YOUTH-MEDIUM,453.59237,,,continue,manual,35.00,TRUE,TRUE,,,,active
configurator-flag-football-hoodie,,,Besu Customs,,,TRUE,Size,Youth Large,CONFIGURATOR-FLAG-FOOTBALL-HOODIE-YOUTH-LARGE,453.59237,,,continue,manual,35.00,TRUE,TRUE,,,,active
configurator-flag-football-hoodie,,,Besu Customs,,,TRUE,Size,Adult X-Small,CONFIGURATOR-FLAG-FOOTBALL-HOODIE-ADULT-X-SMALL,453.59237,,,continue,manual,35.00,TRUE,TRUE,,,,active
configurator-flag-football-hoodie,,,Besu Customs,,,TRUE,Size,Adult Small,CONFIGURATOR-FLAG-FOOTBALL-HOODIE-ADULT-SMALL,453.59237,,,continue,manual,35.00,TRUE,TRUE,,,,active
configurator-flag-football-hoodie,,,Besu Customs,,,TRUE,Size,Adult Medium,CONFIGURATOR-FLAG-FOOTBALL-HOODIE-ADULT-MEDIUM,453.59237,,,continue,manual,35.00,TRUE,TRUE,,,,active
configurator-flag-football-hoodie,,,Besu Customs,,,TRUE,Size,Adult Large,CONFIGURATOR-FLAG-FOOTBALL-HOODIE-ADULT-LARGE,453.59237,,,continue,manual,35.00,TRUE,TRUE,,,,active
configurator-flag-football-hoodie,,,Besu Customs,,,TRUE,Size,Adult X-Large,CONFIGURATOR-FLAG-FOOTBALL-HOODIE-ADULT-X-LARGE,453.59237,,,continue,manual,35.00,TRUE,TRUE,,,,active
configurator-flag-football-hoodie,,,Besu Customs,,,TRUE,Size,Adult 2XL,CONFIGURATOR-FLAG-FOOTBALL-HOODIE-ADULT-2XL,453.59237,,,continue,manual,35.00,TRUE,TRUE,,,,active
configurator-flag-football-hoodie,,,Besu Customs,,,TRUE,Size,Adult 3XL,CONFIGURATOR-FLAG-FOOTBALL-HOODIE-ADULT-3XL,453.59237,,,continue,manual,35.00,TRUE,TRUE,,,,active
configurator-half-short,Half Size Shorts,<p>Custom Besu Customs Half Size Shorts configured in the 3D configurator.</p>,Besu Customs,Shorts,"Configurator, Shorts, Custom Order, Made to Order, Configurator Checkout",TRUE,Size,Youth Small,CONFIGURATOR-HALF-SHORT-YOUTH-SMALL,453.59237,,,continue,manual,30.00,TRUE,TRUE,https://c3e270-bf.myshopify.com/cdn/shop/files/BESU_CUSTOMS_LOGO_03810b1c-fd52-48b7-bb07-96e4843b2df2.png?v=1758320790,1,Half Size Shorts - Besu Customs,active
configurator-half-short,,,Besu Customs,,,TRUE,Size,Youth Medium,CONFIGURATOR-HALF-SHORT-YOUTH-MEDIUM,453.59237,,,continue,manual,30.00,TRUE,TRUE,,,,active
configurator-half-short,,,Besu Customs,,,TRUE,Size,Youth Large,CONFIGURATOR-HALF-SHORT-YOUTH-LARGE,453.59237,,,continue,manual,30.00,TRUE,TRUE,,,,active
configurator-half-short,,,Besu Customs,,,TRUE,Size,Adult X-Small,CONFIGURATOR-HALF-SHORT-ADULT-X-SMALL,453.59237,,,continue,manual,30.00,TRUE,TRUE,,,,active
configurator-half-short,,,Besu Customs,,,TRUE,Size,Adult Small,CONFIGURATOR-HALF-SHORT-ADULT-SMALL,453.59237,,,continue,manual,30.00,TRUE,TRUE,,,,active
configurator-half-short,,,Besu Customs,,,TRUE,Size,Adult Medium,CONFIGURATOR-HALF-SHORT-ADULT-MEDIUM,453.59237,,,continue,manual,30.00,TRUE,TRUE,,,,active
configurator-half-short,,,Besu Customs,,,TRUE,Size,Adult Large,CONFIGURATOR-HALF-SHORT-ADULT-LARGE,453.59237,,,continue,manual,30.00,TRUE,TRUE,,,,active
configurator-half-short,,,Besu Customs,,,TRUE,Size,Adult X-Large,CONFIGURATOR-HALF-SHORT-ADULT-X-LARGE,453.59237,,,continue,manual,30.00,TRUE,TRUE,,,,active
configurator-half-short,,,Besu Customs,,,TRUE,Size,Adult 2XL,CONFIGURATOR-HALF-SHORT-ADULT-2XL,453.59237,,,continue,manual,30.00,TRUE,TRUE,,,,active
configurator-half-short,,,Besu Customs,,,TRUE,Size,Adult 3XL,CONFIGURATOR-HALF-SHORT-ADULT-3XL,453.59237,,,continue,manual,30.00,TRUE,TRUE,,,,active
configurator-hoodie,Hoodie,<p>Custom Besu Customs Hoodie configured in the 3D configurator.</p>,Besu Customs,Hoodies,"Configurator, Hoodies, Custom Order, Made to Order, Configurator Checkout",TRUE,Size,Youth Small,CONFIGURATOR-HOODIE-YOUTH-SMALL,453.59237,,,continue,manual,45.00,TRUE,TRUE,https://c3e270-bf.myshopify.com/cdn/shop/files/BESU_CUSTOMS_LOGO_03810b1c-fd52-48b7-bb07-96e4843b2df2.png?v=1758320790,1,Hoodie - Besu Customs,active
configurator-hoodie,,,Besu Customs,,,TRUE,Size,Youth Medium,CONFIGURATOR-HOODIE-YOUTH-MEDIUM,453.59237,,,continue,manual,45.00,TRUE,TRUE,,,,active
configurator-hoodie,,,Besu Customs,,,TRUE,Size,Youth Large,CONFIGURATOR-HOODIE-YOUTH-LARGE,453.59237,,,continue,manual,45.00,TRUE,TRUE,,,,active
configurator-hoodie,,,Besu Customs,,,TRUE,Size,Adult X-Small,CONFIGURATOR-HOODIE-ADULT-X-SMALL,453.59237,,,continue,manual,45.00,TRUE,TRUE,,,,active
configurator-hoodie,,,Besu Customs,,,TRUE,Size,Adult Small,CONFIGURATOR-HOODIE-ADULT-SMALL,453.59237,,,continue,manual,45.00,TRUE,TRUE,,,,active
configurator-hoodie,,,Besu Customs,,,TRUE,Size,Adult Medium,CONFIGURATOR-HOODIE-ADULT-MEDIUM,453.59237,,,continue,manual,45.00,TRUE,TRUE,,,,active
configurator-hoodie,,,Besu Customs,,,TRUE,Size,Adult Large,CONFIGURATOR-HOODIE-ADULT-LARGE,453.59237,,,continue,manual,45.00,TRUE,TRUE,,,,active
configurator-hoodie,,,Besu Customs,,,TRUE,Size,Adult X-Large,CONFIGURATOR-HOODIE-ADULT-X-LARGE,453.59237,,,continue,manual,45.00,TRUE,TRUE,,,,active
configurator-hoodie,,,Besu Customs,,,TRUE,Size,Adult 2XL,CONFIGURATOR-HOODIE-ADULT-2XL,453.59237,,,continue,manual,45.00,TRUE,TRUE,,,,active
configurator-hoodie,,,Besu Customs,,,TRUE,Size,Adult 3XL,CONFIGURATOR-HOODIE-ADULT-3XL,453.59237,,,continue,manual,45.00,TRUE,TRUE,,,,active
configurator-long-pants,Long Pants,<p>Custom Besu Customs Long Pants configured in the 3D configurator.</p>,Besu Customs,Pants,"Configurator, Shorts, Custom Order, Made to Order, Configurator Checkout",TRUE,Size,Youth Small,CONFIGURATOR-LONG-PANTS-YOUTH-SMALL,453.59237,,,continue,manual,45.00,TRUE,TRUE,https://c3e270-bf.myshopify.com/cdn/shop/files/BESU_CUSTOMS_LOGO_03810b1c-fd52-48b7-bb07-96e4843b2df2.png?v=1758320790,1,Long Pants - Besu Customs,active
configurator-long-pants,,,Besu Customs,,,TRUE,Size,Youth Medium,CONFIGURATOR-LONG-PANTS-YOUTH-MEDIUM,453.59237,,,continue,manual,45.00,TRUE,TRUE,,,,active
configurator-long-pants,,,Besu Customs,,,TRUE,Size,Youth Large,CONFIGURATOR-LONG-PANTS-YOUTH-LARGE,453.59237,,,continue,manual,45.00,TRUE,TRUE,,,,active
configurator-long-pants,,,Besu Customs,,,TRUE,Size,Adult X-Small,CONFIGURATOR-LONG-PANTS-ADULT-X-SMALL,453.59237,,,continue,manual,45.00,TRUE,TRUE,,,,active
configurator-long-pants,,,Besu Customs,,,TRUE,Size,Adult Small,CONFIGURATOR-LONG-PANTS-ADULT-SMALL,453.59237,,,continue,manual,45.00,TRUE,TRUE,,,,active
configurator-long-pants,,,Besu Customs,,,TRUE,Size,Adult Medium,CONFIGURATOR-LONG-PANTS-ADULT-MEDIUM,453.59237,,,continue,manual,45.00,TRUE,TRUE,,,,active
configurator-long-pants,,,Besu Customs,,,TRUE,Size,Adult Large,CONFIGURATOR-LONG-PANTS-ADULT-LARGE,453.59237,,,continue,manual,45.00,TRUE,TRUE,,,,active
configurator-long-pants,,,Besu Customs,,,TRUE,Size,Adult X-Large,CONFIGURATOR-LONG-PANTS-ADULT-X-LARGE,453.59237,,,continue,manual,45.00,TRUE,TRUE,,,,active
configurator-long-pants,,,Besu Customs,,,TRUE,Size,Adult 2XL,CONFIGURATOR-LONG-PANTS-ADULT-2XL,453.59237,,,continue,manual,45.00,TRUE,TRUE,,,,active
configurator-long-pants,,,Besu Customs,,,TRUE,Size,Adult 3XL,CONFIGURATOR-LONG-PANTS-ADULT-3XL,453.59237,,,continue,manual,45.00,TRUE,TRUE,,,,active
configurator-polo-long,Polo Shirts Long Sleeve,<p>Custom Besu Customs Polo Shirts Long Sleeve configured in the 3D configurator.</p>,Besu Customs,Polos,"Configurator, Polos, Custom Order, Made to Order, Configurator Checkout",TRUE,Size,Youth Small,CONFIGURATOR-POLO-LONG-YOUTH-SMALL,453.59237,,,continue,manual,35.00,TRUE,TRUE,https://c3e270-bf.myshopify.com/cdn/shop/files/BESU_CUSTOMS_LOGO_03810b1c-fd52-48b7-bb07-96e4843b2df2.png?v=1758320790,1,Polo Shirts Long Sleeve - Besu Customs,active
configurator-polo-long,,,Besu Customs,,,TRUE,Size,Youth Medium,CONFIGURATOR-POLO-LONG-YOUTH-MEDIUM,453.59237,,,continue,manual,35.00,TRUE,TRUE,,,,active
configurator-polo-long,,,Besu Customs,,,TRUE,Size,Youth Large,CONFIGURATOR-POLO-LONG-YOUTH-LARGE,453.59237,,,continue,manual,35.00,TRUE,TRUE,,,,active
